Soil_ID,Location_Latitude,Location_Longitude,Depth_cm,Texture,pH,Organic_Matter_%,Moisture_Content_%,Bulk_Density_g/cm³,Nitrogen_N_ppm,Phosphorus_P_ppm,Potassium_K_ppm,Cation_Exchange_Capacity_meq/100g,Electrical_Conductivity_dS/m,Soil_Color,Porosity_%,Water_Holding_Capacity_%
850,17.169303117607882,81.36443071433848,18.19537014342213,clayey,5.256415154715139,6.676675537470207,6.436467466083174,1.442402243406992,155.91195785232298,30.38026153925466,176.54591324236932,25.76992723061998,4.737333097951676,yellow,26.109354567014183,29.75980231907183
878,28.60630954382725,71.93349318562889,24.93852805370353,clayey,8.510799693186172,8.482352899906942,12.141178368671632,1.0275343680428195,44.928496263647816,49.40188818691277,339.9940041517769,11.478528070748755,4.492959449019514,red,42.91233873161393,56.52397166903546
895,30.255324582716312,73.22464581197107,25.917765274837294,clayey,4.866920183214985,7.05563337110757,9.776440148478637,1.468863723384158,131.65270948849758,33.74766976692517,183.69692432542135,19.582712573260917,0.4663369881177821,red,47.3539672963574,23.6330403127559
962,18.56737970394988,77.31996074237912,20.248212968301715,sandy,6.847222685211449,7.896891990242359,21.714086607384765,1.0299876933372538,139.4434558126979,21.551748851550823,378.935219017687,24.70809361725376,3.1774981522533445,yellow,40.78540954442738,59.3255871148891
1283,10.736763027644542,85.24653263531025,6.813837972167063,clayey,4.034703004661484,2.368030696243845,21.478256715397485,1.5388315299208952,50.64201669063969,42.03184045172614,168.8767116496909,11.363376025876546,1.648443846416174,brown,48.25430705638915,35.48939180814006
1313,8.566627707672524,83.7842340087721,7.9162543072336815,loamy,6.487021889276582,1.9634189592620217,33.30835795142931,1.1103581758518932,131.14436950073178,44.675875342082925,319.72639909290194,21.62831122216129,4.527344285723679,black,49.3455455840175,41.07488005166347
1405,29.48481497192492,69.73022760769922,10.9727394883257,clayey,6.178156775858664,5.681481310778561,8.427918207849952,1.565076305279741,162.13625337672332,45.851754723303685,101.58383899075784,24.21987130528551,2.68185383764072,red,40.46256822764833,35.77542955591811
1458,31.77240943990438,77.27175719436019,22.50101847838511,clayey,5.738539943794722,1.2284329264190867,31.7204076418751,0.8035527182251864,7.610918274525027,14.85999671790186,298.2697758976082,39.069837984729375,2.125433524688958,red,43.30619889277243,47.51284410732657
1471,12.0629269776002,69.88325416602649,14.296735218632804,clayey,5.548050563802692,7.4165765984005505,19.292472918243803,1.029600939490721,135.39253203685388,10.640386001210778,377.7808705309132,31.400323393155773,1.734154470873405,red,48.35265433438833,59.72811491032543
1488,35.18409720417519,81.09366906684767,12.144844700250204,sandy,5.919011743443072,1.2629394501668418,23.371671320246342,1.1734418849352624,180.0577183406689,20.171648261783997,279.100343959007,34.552549236118416,2.16475423109582,brown,39.03895605637268,25.798054964742494
1509,19.422916702820032,92.75584763628687,18.529565863697236,clayey,8.569062684476599,5.273895218413556,6.976941081328291,1.4291605520579151,131.43009263672832,33.20550360682975,347.3651332467697,28.15296272929173,4.362979534352741,yellow,40.589878736591565,22.974756725913966
1538,32.60121371369691,90.38754373191988,7.640026654870131,loamy,6.761431999462357,8.844722517740415,30.200630110190428,1.4981648977960913,92.5396214643754,21.72291175615352,102.96852097328784,22.035233924433214,3.0235338637877773,brown,47.78669313659466,50.41796049631572
1591,34.63850723838654,74.54578129732596,20.92810095505454,sandy,8.456930528956635,5.515413732668104,33.81944954127641,0.89149552095722,175.5201910213445,13.235809565099856,268.56155162204664,25.221022222419347,2.3813706608178333,black,39.8703261691814,46.48962527894139
1612,27.157926428494942,88.2956849925801,8.807772493735445,loamy,5.930659973042971,6.167234326950626,5.8642766492607645,1.3122398979319403,176.2081026870746,11.653771903853132,297.96998613945937,15.879986074305284,4.96483225499232,yellow,26.998904436848846,23.698996188511565
1644,22.24542384049674,71.92420392488611,21.08066838332616,clayey,4.659447254556802,8.256292183309606,20.835147983493314,1.3880239548474955,80.27679073374537,30.214172219872133,388.0762712464178,38.06370287173604,4.730005291459313,red,39.724667500848085,50.52015451984252
1732,22.30125053249492,81.89420381021091,28.73856415691703,clayey,4.326014964821239,6.412251913602332,6.147145103901424,0.8413426034574799,195.2313926395109,39.21187127335109,153.1299217976586,24.60621924965142,1.650804087009645,black,39.43169156008896,52.54138604494244
1833,14.836078477304367,75.27544215476371,17.390649386505093,loamy,5.144075917387681,9.804527654343415,10.97517002981823,1.269348172090896,24.284147346468544,44.89354047812768,112.72769604780171,21.531219052116903,3.5648256060194066,brown,45.338431985565975,48.80239435636437
1836,28.16614931967048,92.06244038606415,7.423592022836465,loamy,5.584477891719785,8.243438878917555,26.398224633243004,1.1018351434390323,126.02454416371212,41.34762955833642,221.3561625498099,15.16241887886938,1.2985445478592377,yellow,44.23127519674247,30.0439505579681
1897,20.877381046832227,86.09671713971596,27.5845258156683,clayey,5.686120012703082,9.709442982803536,20.227450818237976,0.898092911974059,191.5346067601786,19.90154737137028,244.2666374822263,22.70878364330532,2.5424380749281923,brown,42.5988437547607,59.307256739180296
2221,36.66347594294324,95.3850124707874,18.65760517750084,sandy,4.510160588487835,9.72561127511768,11.093104384240018,1.4596359171480324,79.28450440845855,41.8459632411876,389.7630839671847,25.23722031005244,1.504448880158434,black,43.88239174506248,22.26350331717578
2276,18.117191978704057,72.68672738482985,20.43120647378853,sandy,7.345229804255075,2.283719045060609,21.529744298267705,1.473824312895499,195.34347014869672,19.76897367416178,200.19958398395767,33.60749372352903,0.4601867905650305,red,47.73343423090648,20.104491125805133
2334,33.58618442866923,92.78598859392712,25.693601117324985,clayey,8.520733342740424,8.5434331694143,25.509018837540093,0.9961457698869745,14.577963452417253,39.88505665019356,233.1185539618145,39.13176218028824,2.7216998987967544,yellow,27.43319736688424,47.70222464835877
2346,30.343076410124525,85.39815091219134,21.80804644232577,loamy,6.236043965797983,7.806311142970606,19.539405604907515,1.459931224510056,128.61221359083572,39.856589332594616,159.60215002961922,14.094323877552672,4.286891905984229,black,36.76289829789654,22.23558317302189
2365,13.89597961221915,89.38420325503495,19.68283661193404,sandy,5.710785723373304,3.096935204455838,22.365616966149386,1.193542993917475,141.7689273799407,17.200691116081636,239.9147144674901,24.5965185741968,3.66964432205044,yellow,39.72194174693354,34.944786530688134
2390,33.91290332858463,73.83632926645316,20.71094047066984,loamy,7.033160587032688,5.713569501604871,29.5621619272738,1.568198137594402,79.35144659881585,31.963787969706694,258.088796687607,12.593538798975032,1.1850864363151112,brown,27.48649107884121,49.50639133512541
2521,34.65583767667944,88.54111141897346,29.95570345234944,sandy,8.807868419905585,8.466117823397784,12.833928214837568,1.324768437814522,13.215798135028155,33.4044287313564,351.5969013667841,20.9755074060931,3.4743326923560005,brown,28.79068641139296,25.43333972650593
2932,28.98256576451766,76.55327197421445,7.434209907241557,loamy,8.50011956150078,6.418058648373437,27.26285320677705,1.171662929460912,105.60725341211231,46.52803797271298,163.70451525129732,15.629993111031338,0.3772617941475611,yellow,26.170861219107543,39.00513298899448
3205,31.84934093943072,69.33720666324177,12.90922333854,loamy,5.896782915087592,3.065309839399592,21.05155928070661,1.506747187807787,54.763188486585136,17.914194096479306,233.05364496370797,39.65704260764616,0.4568176535406737,black,48.16188072333517,43.18880011697483
3269,23.11676219062568,84.49178330937599,13.764680477852531,clayey,5.444910384706675,4.807351954755358,33.53217470466704,1.5638883540795088,85.04526826640038,35.05310119992904,173.6830670930237,12.677206151196104,1.7039155533185804,black,39.91103166880307,42.48963735768722
3324,15.068445791645516,86.37088643222768,29.47396527073056,loamy,6.046623766151763,4.808525805690582,10.234722666156236,0.9556033866107398,67.54398821744444,42.03028816492208,336.8137412200382,31.536523327833688,3.033072883608037,black,38.09179980757315,27.48925000906817
3330,30.808345208343965,92.50107767669562,27.37465607132984,sandy,6.692468433786232,3.2334463761336654,11.95926773893354,1.053451614835104,190.67277637835537,38.57607031252549,339.91176623992067,15.351282664987531,4.13871000180448,yellow,36.98791568875555,41.25327359084058
3342,14.185215812149297,81.26794431344752,13.633542176383354,loamy,8.392738163096066,3.26692374783015,13.81701959628814,0.9020868210701618,181.43653740984496,41.0609753632798,353.87514818961245,18.125212274799026,2.917615110199084,brown,36.13838863663849,53.97857242229794
3426,21.5147160065346,77.25526728443168,9.186588494747262,sandy,8.49097230663785,7.140316812981212,22.25370212701425,0.9275520205469382,115.4471136139226,39.6013189472972,303.7877830152312,23.14276837136251,4.761285897807715,black,40.69826637834471,34.64217595728724
3453,31.95569049906324,86.14387944649872,19.83979436806337,clayey,4.900051311821738,7.479178928450182,17.931306789843735,1.370235696336204,11.090722837650857,18.230052776135757,205.1323781926652,29.937468360557176,4.587393784214391,black,45.50603005585528,59.782998845579634
3630,22.91920831632204,68.65615713076201,8.790160843510936,loamy,7.315532818148148,3.622968492066504,23.019279300457576,1.1791571889913242,15.122568047134353,46.59871583396556,224.3660773888624,28.50047164776779,4.855321750371111,black,49.50818148579137,29.37591630465116
3862,20.129583618579854,73.47844965382157,16.235173260455944,loamy,8.068489627947091,1.0289815330425078,17.13043508530255,1.5368725848222868,127.92406851584524,46.96328125770727,284.0194292016929,39.154011764864855,4.083079261341434,black,36.24694201833261,46.25030709791165
3879,10.267292389506324,74.11454832055625,21.1607878586425,loamy,8.596958411378735,3.762466120999645,24.934816836384783,1.5587665910815105,71.9504460740944,30.388905871543106,162.3808028485971,26.34604340338896,2.4091807318433047,yellow,49.84538837162833,38.07679503164256
4031,30.82874854124385,69.02526667653686,14.425737510425073,sandy,8.002049464557679,4.9562813401097126,33.3464625369243,1.3792775807380449,25.63120287278553,16.22699788630976,179.08337413330074,34.662497307045584,2.223310678179989,red,44.61703142870669,50.30525157045881
4040,14.005269045195249,92.32379521736532,25.97104390848647,sandy,4.276374478065885,7.964726416713,16.668969803644135,1.5398800433089244,79.1810672099997,10.80979259339918,269.8367955450407,38.14140081369597,4.968879481015755,black,27.08780921008329,48.770859327304166
4052,34.03577767468134,74.00146511694922,7.096095757927613,sandy,7.988488132992744,2.537805824728112,32.8654107666423,1.16504237715542,58.85096154128487,48.42475698441929,135.73834984243004,37.80672385467511,4.365016982457186,red,35.2436662176732,40.83771420858823
4103,8.666136491043972,78.48268161475698,8.449863453999289,loamy,8.007382313191833,6.54900776128595,7.681806444199937,0.905753804334238,57.17640862159982,31.102183526716374,330.12815233363534,34.712192142221255,3.510178290582895,red,28.922766644207364,53.19738261508608
4127,32.33397283112585,88.87018035267727,6.665773964161465,sandy,4.642287064897672,9.4723118642411,24.8275228849836,0.8804658608505055,136.92087396852693,24.430063700086528,328.9507842145573,32.1343618389314,2.813012617813008,black,43.16216487692845,48.74421279796622
4177,14.88860088204268,90.82533959459364,11.263606686893322,sandy,7.9423340863898035,2.3250304574322485,31.284551281694117,0.8483588284814224,37.75279720839191,49.301328498658044,136.91411585242338,30.64599865978131,1.9142799849661607,red,45.15466293346888,21.73748131529498
4183,32.79450406591778,92.7370780101662,15.901800478044718,clayey,4.77019803422388,2.295532478994424,22.14242588769737,1.3691884512922985,13.026458398978717,21.710007149333837,162.4677389923778,24.284133989506834,0.4899312484640221,yellow,40.80946765882652,56.14517118489068
4207,15.40147118279434,94.86880574331524,18.770716215380894,sandy,4.531270158626413,6.5967323611015,27.43214606692637,0.8733687002009721,73.11872863341357,43.12899198792829,151.13596611116924,17.782364040507943,2.327891403146761,black,37.82483655943298,36.172084222988246
4249,15.217760386702466,93.71776738237288,9.546587884007142,sandy,6.392528565487583,9.989925988789205,11.69116595071016,1.0199170072022476,76.29051676787981,15.763450119905825,194.6977635174364,31.651243001633443,4.13876596453209,red,37.724374934528186,21.70849961740505
4288,13.85669023518274,76.38195437614428,8.111208797273221,clayey,8.27977501747148,7.851104082501488,27.253480725334484,1.5663553596263904,188.61324961492323,14.152795847407743,122.87876059920428,31.314425577974188,4.978159302419016,brown,32.527488765138635,28.765253769365767
4431,31.95824493307965,95.9107015802656,7.82928171788196,sandy,7.843906989010819,2.3737944928342056,19.73082192951304,1.27990382959497,180.46227383403416,20.264142389374097,338.36343456281253,34.663814535580634,3.578175300628668,brown,45.92176052530722,39.246718927569376
4432,8.447197677385844,69.72005552925683,11.25124842897549,sandy,5.78266736857481,8.470869543973592,30.118547826343143,1.0350600795880012,67.37784183867197,12.4219621877414,131.9793037185489,23.122225002483027,0.6764317390480097,brown,38.45006186089232,38.550962521249815
4460,8.74591470984393,80.82251951113108,22.059967372125545,clayey,6.287438497812525,6.803350946215469,13.853382120756342,1.2141685005599876,75.30140347288967,14.753596200880214,107.48619770155312,20.93629020477783,4.67024432051628,red,32.935440197955884,28.00885001638903
4475,30.459425386476013,84.54544721773442,21.56857420737385,loamy,6.333278719261699,3.9009349142744174,32.101186249383474,0.9106354655555904,124.30016930946763,25.1862132890729,359.79276564278985,11.946500206285483,4.899630801962862,red,27.250377737623023,32.54088343934104
4484,12.651648971650287,95.25210458133203,13.663898254252512,clayey,5.179832581851997,9.727645482050391,8.240613428537632,1.0011794136884231,65.52628620133368,33.11307498438141,230.3938068524457,37.95848927598397,4.698693488033031,brown,41.82314805594269,54.1825575992882
4515,9.09570250732061,80.29163223011494,23.86560033674274,clayey,7.144219768762353,6.434675484966228,25.886694873405556,1.2718859426628677,88.80107156829546,16.438041714805507,222.1383476875348,18.215219968382662,3.0935674081627504,red,32.27896202856677,32.47650588131969
4876,25.703112691135644,72.2036115412491,13.932906748654055,loamy,4.043333485015598,2.698072265223497,28.842137442898277,1.582865199249167,127.33567248507497,22.878991829847003,235.11658441981908,20.28516564096665,1.6734012978197268,red,39.27540851546723,59.3526932711508
4910,8.401907681516107,88.53458621326234,14.234355792987722,clayey,5.126548717353883,4.004308551920454,15.686202036884872,1.2820055456205166,34.74054134766794,48.2510327343566,246.37006927371905,10.50204077417489,3.8511602132914486,yellow,28.2922036909066,36.948888495929424
5131,10.659263718322464,93.77623220298663,19.57127610341817,loamy,5.571346884270302,4.752801265296328,5.707246432973606,1.289995430710154,144.30279449930435,12.944209760110862,340.87898353511457,35.54847574202292,3.453799538792951,brown,48.90843187150692,36.5456212108055
5203,25.699934426387017,84.68908530299694,14.98583289888137,loamy,8.221883791116397,7.433683888596811,11.141879170635937,1.3332608138129831,182.30236970607825,47.94039658182158,247.65478577392108,35.1745957309765,1.0196848330595387,brown,39.32597655496107,29.947707888041577
5227,14.995304673156824,75.54464669173191,18.531208543372703,clayey,8.387366511980877,5.552280883222758,15.64665969176305,1.082128983800907,133.64688067300807,29.66920256455897,392.45479267001286,37.039536953450906,2.870004941575868,brown,42.88637013280993,24.146333029186216
5326,14.137527276635666,79.361336001045,14.421552279779794,clayey,6.460086925736174,1.9407685578199096,19.29980050694143,1.27026525713019,166.3784448892652,17.29236260795711,230.4138492331094,36.61226855794838,4.985086585622995,yellow,32.83108380865631,43.939296047675896
5377,13.768002565175864,92.3168951265531,18.42794770412792,clayey,5.660454775739373,9.34187278312984,7.269327608396741,1.3630098741036516,122.6227284574723,44.729951130356,171.4048929330445,35.0900346188955,2.906655515777365,red,39.371432604130135,25.985057514248435
5394,14.959036310381634,92.39849489788992,28.439271523900054,loamy,7.731029369219534,9.77872138579399,14.800524325595338,1.2216015645973357,139.12432711084483,13.442479073469835,312.80914965142824,16.352412845984993,0.1450470293590432,black,43.37462299123133,58.403308094794994
5426,13.778098191205205,86.121851982679,22.155182443592544,sandy,6.988209553274002,3.6796402452986654,8.231222320453037,1.1337019421835333,136.01956603682495,40.30869848136615,248.8000446986929,33.05449002782185,3.8108964176390594,red,49.221728349622666,47.1377899755384
5500,23.71003529878513,87.36432016759335,15.496161026898465,sandy,7.169052210819244,8.61835528696621,18.992168331034307,0.9220292924640088,168.12094641953334,38.41239279852789,332.8011078617436,25.32892189313673,0.2091034148435756,red,40.24064094757627,43.12789732615471
5584,36.26983826372988,80.97418620687847,23.63554638601686,sandy,5.884392045530756,9.32352101367869,24.77904272404217,1.1801225188305644,162.43574494360897,28.497830470385928,162.25590515408254,28.19407732708041,1.8003207406211914,yellow,30.386097192254383,21.84916760560256
5641,13.098649803650249,81.07022669912737,17.212982500977784,sandy,8.129758362228444,4.730519639195767,10.481883911912782,1.1014160859220796,173.9478016741671,18.07646463191681,115.47674571087865,30.034209670297518,4.357126447307838,black,37.519002292081055,54.656018169434965
5667,36.58990099184129,76.84176203369037,15.566166547694367,loamy,4.7459548534212574,8.837046463402475,23.54489659947108,1.311936704596028,163.30372435722407,32.5687417488664,168.6287782681083,16.717314439769954,1.1904264180398618,black,25.6101728418059,41.485746065049
5694,16.863231583571974,91.80634131552256,20.544429287275637,clayey,8.186306628971405,3.281135346521119,32.41123815379745,1.044043962984555,93.13736174742333,43.53193730293939,105.01305261859638,21.98939588873106,1.4852319313375977,red,38.15945509582284,56.00926143179832
5715,31.827607853408463,93.90586460572968,27.35972117346221,sandy,5.507823911979685,5.13925515628937,31.22544811067039,1.0642526158322636,49.9970627044864,26.36027124735688,184.87043791309495,26.13432614178637,0.4528306211672976,brown,37.78982576433323,30.439038041144588
5750,33.6021501103433,84.40119843448008,9.702686042962998,clayey,4.098274305422168,5.167401794049506,9.57883872544259,0.9127176307717232,81.98162755471886,10.815088171404849,133.10999419954916,39.46044218385171,4.247466759160622,brown,35.39445595041228,42.44688324621775
5906,22.131727953008703,73.54509310941822,25.20576197031238,clayey,4.743477378685428,8.7387480742733,6.39250252397294,1.1968019164377082,54.3824068461867,11.506780098794502,176.36063835234177,23.680760950246164,0.2922957029446094,black,44.9150072307407,20.03859866035792
6151,14.35885951724633,86.22349331082916,23.47928338327944,sandy,7.284446984700675,8.422655961970328,16.768591006478182,1.015586890032434,11.525001853283658,31.266978413133447,344.9513277365443,25.2967083582165,2.310293525973267,red,32.33799593480944,57.05097501707677
6172,22.651415096827638,95.68104203506932,6.305379592083239,loamy,5.1772949078451385,4.776438274414445,17.32244733664882,0.8394181867889144,162.35057517245167,25.338107265491857,334.6754538716722,14.303418891628692,2.684798681719258,red,35.0133000512289,51.511856493532974
6381,18.096258277154675,81.52723081313758,24.00875160972593,sandy,7.079280828437051,4.945578648721696,26.55095637567505,1.088046977788658,158.89618908479437,30.270402836897663,119.64181951525347,37.90338089519862,0.2496039661831773,brown,37.24369659469448,42.530583170494026
6481,16.648826251752908,92.86215687507053,26.167218262458675,clayey,7.354095176393904,1.9657680309955743,18.923952219848577,1.1725281526424858,187.03395837158385,13.660059726848704,264.9859506330379,33.03241269643746,4.424182930047603,black,38.443801484909855,36.95849026542832
6510,32.971601383167254,84.10031430797363,23.50370855520916,loamy,8.46457878984585,1.007828118144522,26.191477461056618,0.975893329007232,94.50391532069044,30.513160471819383,311.10017939118654,23.4197916225218,2.780304818146562,black,47.32322308307984,39.86102766490153
6568,10.820876941682712,79.56478163243565,26.8744131316298,clayey,4.745231858677932,1.913172842659301,10.94324314732592,0.8606600052241808,27.59885016956666,20.676047439788785,392.76181929746826,11.035670725984902,4.203440896384717,red,40.56901361252957,33.36006069652409
6628,34.7181169853974,69.44712488134834,29.18019633420268,loamy,5.345362953968245,6.123919943528414,20.29841557669061,1.4481094815516609,49.97205416625445,43.55759472912925,278.9544307644584,25.62906881894268,0.7511106636319385,brown,27.977730979004168,58.68618196245749
6635,25.087464097699595,78.10065649747054,13.629477431185864,sandy,6.5269808223805565,2.522021579290591,30.24248517597692,0.9358540994851716,123.2275293559082,17.426592039642408,266.83398118425754,20.909306830497773,3.9592614289828862,yellow,45.91208478661184,40.12734440139965
6701,12.81832519527309,91.15872148888305,8.758076023820939,clayey,6.195671037451216,7.232561361914106,23.25238227645768,1.4478513709438856,153.48658411311223,26.24783586867437,144.47311442367413,18.289617129975,3.218079793442131,black,34.25700319127466,44.31290335421169
6838,21.44185200840532,70.9916806750075,10.372219864876186,loamy,5.743472359775062,1.9280945342945248,19.6348370738002,1.3436581017665363,22.73341591159094,23.735012516517667,138.05871549753107,18.2579333074762,4.076686023575273,red,30.37617213944444,24.165791817509717
6930,24.865182452928465,75.5196591665217,18.04483346402227,loamy,4.187312559211724,2.938826039125636,24.077157842561743,1.4840050370908269,81.68754924660367,45.888654196521486,365.5540026583574,23.85719133862392,0.3736174406092226,red,46.19384771225137,52.16528580406115
7093,34.07027782065069,94.5510861588822,13.74789848110114,loamy,7.988183349329664,4.974865089302252,14.950728590238269,0.9822419974188422,162.7481606574528,40.95811003394736,348.2995717829176,36.230601771709736,2.9068794676500542,brown,39.964779058039646,54.578977765337626
7190,18.91282561879386,82.74594213871615,29.58327139544742,clayey,6.9133576945840405,8.30011029906164,6.53164442122951,1.0930329278779962,28.50185811196427,24.71697220931955,329.04925525030114,16.14905575895374,3.63094067629852,red,33.55344011675884,22.156587875121303
7372,23.988405120748,81.96923931836653,6.725354388288264,clayey,4.779693819913747,3.1995425442352614,30.314398558821896,1.1923858621683658,146.1269391963594,27.609647913998305,273.3467138700813,14.824511871036972,4.558901951338453,black,44.07091014989254,44.93523966608431
7384,11.00703823833139,93.12975867129438,10.347507213801483,loamy,6.02564502921639,6.372464118058199,12.695091508514414,1.5518058434315316,161.27431551265985,37.757385994264006,268.8414766901892,17.78002719387655,2.1220997740005725,yellow,33.48488076494327,46.95050023535359
7407,30.530026176753168,74.81307865668128,20.641507398049946,sandy,4.138445428524651,1.3128732065556994,30.69106514427362,1.0412834365866868,165.73644749541018,37.74518283092385,345.74150138031484,16.35429918856962,4.25338344440109,black,44.35325257495019,24.802086027729395
7430,29.841192264396767,90.48711648618335,26.820069718470997,sandy,7.837538488679677,7.89248157491677,15.38808392508732,0.8471108800160692,105.89736345215178,42.52153290023942,381.9262824885524,35.86606306539156,1.0731627371300674,brown,32.54354214302928,24.512335964505752
7457,19.39729837381641,84.33033516298258,16.57107289627911,clayey,8.935315710419605,8.9375166102718,34.150445981601635,0.9866818390654684,132.21638609287945,13.17712878468221,287.09301177911647,36.72756379164463,0.8126134953468132,yellow,33.43102342756032,40.09208457809016
7494,12.50682986458652,70.06593621554907,15.062781363263923,clayey,6.157007893599706,4.855224635124562,11.31683335433216,1.236989399356051,77.86856522620545,22.611721469917903,225.60402306315396,19.97575711618152,2.2960716001001926,yellow,33.37586754288962,26.700333611686133
7580,36.98939734823229,69.15312584124726,27.583467991819187,loamy,8.432385385126029,6.756746497057188,5.547892683531568,1.2002398155018834,191.48333367995843,18.607817693041746,330.98127735370423,19.288155101068284,4.149868206337142,red,47.27960342391303,46.24303568768772
7626,27.10917418537862,95.98246770819998,15.45185431572395,loamy,4.214240016183141,5.126000327695811,16.9040490149593,0.9564899900851958,115.10580301532488,42.60160364511553,329.2523013637536,37.29055157435442,0.9499925484168894,black,38.475785180932206,21.548075825415765
7791,8.807854409880775,91.17556093605184,6.137417994593062,sandy,8.147540192354143,7.740701350754781,18.05735309724937,1.2435980236048143,114.75656086817948,31.147454597426176,130.7153539763614,25.339444928406497,1.280270405646385,red,38.273989923121135,28.1254660201259
7829,10.925006647622425,91.60503292733864,7.389548733911553,clayey,4.378550850838138,7.401958221125281,15.61853707432284,1.453094209416004,20.77966446888833,48.38224059115076,121.00429992325893,12.195000423837646,0.1334828532005724,yellow,31.61797026433716,58.08314166335428
7901,13.863672304300508,74.17895904002015,8.683281633770319,loamy,7.980728919132374,1.2646175640485025,24.314969486620196,1.4097630960494458,191.68926703356107,36.5802748193274,141.25630684168533,20.222918690003738,3.8962679411058647,yellow,35.5392396942234,59.21746368026571
8270,35.28565325804047,95.26904920478016,19.75080172191897,clayey,7.542811067039358,3.889042055387361,13.8903971888141,1.337126416742446,125.88492655756632,20.25659348361966,190.35238974533783,20.955751192544945,3.815764823258517,brown,28.84183793781037,49.06029471582271
8285,15.803172911946987,69.07538164043137,17.6067738849457,clayey,5.614356972937355,7.877350915372148,27.14845158699158,1.4678313434057189,168.0823113957798,43.90005764767741,291.1973476110418,26.17402879792431,2.796985199388161,yellow,45.77463578655503,35.74625145306159
8383,29.32312542202185,76.67721895424353,29.32317298866337,loamy,8.380310707775394,4.571796717450816,33.6721106742465,1.4716701391505176,121.2834451417396,24.77300831677183,160.90314055909192,29.169229602001995,1.9053241243083796,brown,31.70437455011457,20.77001020095972
